Keyword	Position	Review text	Reviewed at	Owner's answer	Profile name	Profile URL	Profile image URL	Rating	Reviews count	Photos count	Is local guide?
Masjid Salman ITB	252	Cozy place to stay. 24 hours open	2020-11-10 02:06:40 +00:00		Dhiya ul Haq	https://www.google.com/maps/contrib/115171142176981247728?hl=en-ID&sa=X&ved=2ahUKEwj69cHp2oz0AhUg_XMBHSUzBF8QvvQBegQIARA5	https://lh3.googleusercontent.com/a-/AOh14GgRhJ56y1hWKD3ssMREG5inpc2xUfHJi1449B6fYg=s40-c-c0x00000000-cc-rp-mo-ba3-br100	5	30	2	Yes
Masjid Salman ITB	253	Quiet place for praying. Canteen, store & park around	2020-11-10 02:06:40 +00:00		kang edy	https://www.google.com/maps/contrib/117651313849901141208?hl=en-ID&sa=X&ved=2ahUKEwj69cHp2oz0AhUg_XMBHSUzBF8QvvQBegQIARBE	https://lh3.googleusercontent.com/a/AATXAJyG074CxXlsv1UJHZubkjFnAVfztXYiKy1747Mq=s40-c-c0x00000000-cc-rp-mo-ba2-br100	5	15	7	Yes
Masjid Salman ITB	254	The coziest place for prayers	2020-11-10 02:06:40 +00:00		Baros International Animation Festival	https://www.google.com/maps/contrib/104372227661990518307?hl=en-ID&sa=X&ved=2ahUKEwj69cHp2oz0AhUg_XMBHSUzBF8QvvQBegQIARBP	https://lh3.googleusercontent.com/a-/AOh14GgjCGlRCv-eWu7yjtSTRaJmCo2w4Dq1Qvsq67JKHQ=s40-c-c0x00000000-cc-rp-mo-br100	5	6	7	No
Masjid Salman ITB	255	One of islamic center of Bandung Moslem Comunity..many scientist & world class of assatidz scholars & speakers	2019-11-10 02:06:40 +00:00		Agi Yogas	https://www.google.com/maps/contrib/115782352057859223090?hl=en-ID&sa=X&ved=2ahUKEwj69cHp2oz0AhUg_XMBHSUzBF8QvvQBegQIARBa	https://lh3.googleusercontent.com/a-/AOh14GjcE1cq0UhJxZkWhvq26KEsLrEk_42I5gp_IKlH_Q=s40-c-c0x00000000-cc-rp-mo-ba4-br100	5	253	16	Yes
Masjid Salman ITB	256	There is a good and cheap canteen.	2019-11-10 02:06:40 +00:00		Rudy Sunardi	https://www.google.com/maps/contrib/115738849417551056162?hl=en-ID&sa=X&ved=2ahUKEwj69cHp2oz0AhUg_XMBHSUzBF8QvvQBegQIARBl	https://lh3.googleusercontent.com/a-/AOh14GgGKBN3yNlLCAKxJ_F76RAGhQWD1KP9-nS2PeUZ8g=s40-c-c0x00000000-cc-rp-mo-br100	5	3	0	No
Masjid Salman ITB	257	Great place to pray. The conplex is quite large with various facilities: canteen (really cheap!), rooms for student activities, multipurpose rooms, futsal field, rented offices, parking area, and a bank. The yard is huge and green! Always love to pray and relax at Salman.	2017-11-10 02:06:40 +00:00		Sra Harke Pratama	https://www.google.com/maps/contrib/111959502002759836918?hl=en-ID&sa=X&ved=2ahUKEwj69cHp2oz0AhUg_XMBHSUzBF8QvvQBegQIARBw	https://lh3.googleusercontent.com/a-/AOh14GhxdezXh21fGHG-IAF_FSZeuKYAiGAq01awRggZ=s40-c-c0x00000000-cc-rp-mo-br100	5	2	0	No
Masjid Salman ITB	258	That was great!	2020-11-10 02:06:40 +00:00		Sulistyo Budi	https://www.google.com/maps/contrib/104488494136658027213?hl=en-ID&sa=X&ved=2ahUKEwj69cHp2oz0AhUg_XMBHSUzBF8QvvQBegQIARB7	https://lh3.googleusercontent.com/a-/AOh14GjT1F9ZwLNj8AWxVgrAdn4y_ItZWERytwBAoV-jsg=s40-c-c0x00000000-cc-rp-mo-ba3-br100	5	57	16	Yes
Masjid Salman ITB	259	luss	2021-03-10 02:06:40 +00:00		prasetyo ekoardiantho	https://www.google.com/maps/contrib/114266281827629868436?hl=en-ID&sa=X&ved=2ahUKEwj69cHp2oz0AhUg_XMBHSUzBF8QvvQBegUIARCIAQ	https://lh3.googleusercontent.com/a/AATXAJz8TjPSRXxNPZ-XKoUC8y9LHXaX3ya7pX6f5ej9=s40-c-c0x00000000-cc-rp-mo-ba3-br100	5	60	2	Yes
Masjid Salman ITB	260	Well designed Mosque around Campus area, with a lot of people activities every day. Which makes this Mosque so much alive.	2018-11-10 02:06:40 +00:00		Pandu Putra Pranawa	https://www.google.com/maps/contrib/106713171028454791521?hl=en-ID&sa=X&ved=2ahUKEwj69cHp2oz0AhUg_XMBHSUzBF8QvvQBegUIARCTAQ	https://lh3.googleusercontent.com/a-/AOh14Ggu9E_SPY7mN7IWovq3DbYA6WdwIstboZXzq7x9nQ=s40-c-c0x00000000-cc-rp-mo-ba4-br100	5	57	151	Yes
Masjid Salman ITB	261	Perfect mosque in center of city. Voice of imam are very good.	2019-11-10 02:06:39 +00:00		zulfikar zulfikar	https://www.google.com/maps/contrib/117006048076648337898?hl=en-IN&sa=X&ved=2ahUKEwif5Lfp2oz0AhVRXHwKHdqxB74QvvQBegQIARAu	https://lh3.googleusercontent.com/a/AATXAJxgilZzwwJ12hIHCGTBPj_SNp6ue1HZxLzIwzlv=s40-c-c0x00000000-cc-rp-mo-ba4-br100	5	152	79	Yes
Masjid Salman ITB	262	Beautiful	2020-11-10 02:06:39 +00:00		Flower Ich	https://www.google.com/maps/contrib/101919765109784662899?hl=en-IN&sa=X&ved=2ahUKEwif5Lfp2oz0AhVRXHwKHdqxB74QvvQBegQIARA5	https://lh3.googleusercontent.com/a/AATXAJzhw3aFRvhIavoL6_4jWxPB7LYuATWk9TnJ6xJJ=s40-c-c0x00000000-cc-rp-mo-ba3-br100	5	50	34	Yes
Masjid Salman ITB	263	Nice place to take a pray. The weather is cool	2019-11-10 02:06:39 +00:00		Nizar Lanang	https://www.google.com/maps/contrib/115490122574668166173?hl=en-IN&sa=X&ved=2ahUKEwif5Lfp2oz0AhVRXHwKHdqxB74QvvQBegQIARBG	https://lh3.googleusercontent.com/a-/AOh14GhIgd9dH7yN65LPTwVoS3rLnWpJAFnpYi9-KJWVYg=s40-c-c0x00000000-cc-rp-mo-br100	5	7	0	No
Masjid Salman ITB	264	The great architect build this mosque without build any single column inside the mosque... There are futsal's ground, canteen, mini market and Copy-Print shop, Optic Shop, free tea and coffee drinks and mamy others in the area of this mosque. This mosque is open 24 hours and it is okay if you want to take a rest inside	2017-11-10 02:06:39 +00:00		Ziyad S. Faw	https://www.google.com/maps/contrib/109366998479403069776?hl=en-IN&sa=X&ved=2ahUKEwif5Lfp2oz0AhVRXHwKHdqxB74QvvQBegQIARBR	https://lh3.googleusercontent.com/a-/AOh14Giqm6NYD5b5AFeuBxHJ8i1bYGn3cKn1PPk2UIJy=s40-c-c0x00000000-cc-rp-mo-br100	5	4	2	No
Masjid Salman ITB	265	good	2021-06-10 02:06:39 +00:00		Dibyo Setiawan	https://www.google.com/maps/contrib/107448140095438803685?hl=en-IN&sa=X&ved=2ahUKEwif5Lfp2oz0AhVRXHwKHdqxB74QvvQBegQIARBe	https://lh3.googleusercontent.com/a/AATXAJw1EjEQOmqkAr6UFfZpod8skJKejBgo006cGeZH=s40-c-c0x00000000-cc-rp-mo-br100	5	6	3	No
Masjid Salman ITB	266	It was cool there, good  for refreshing	2020-11-10 02:06:39 +00:00		Christanti Utari	https://www.google.com/maps/contrib/106826740908457074294?hl=en-IN&sa=X&ved=2ahUKEwif5Lfp2oz0AhVRXHwKHdqxB74QvvQBegQIARBp	https://lh3.googleusercontent.com/a/AATXAJxAr2HaDDkVPrRh4jAhYih-WTunqUHGnFXuMMk=s40-c-c0x00000000-cc-rp-mo-br100	3	3	0	No
Masjid Salman ITB	267	an holy places with extraordinary and quite enjoyful things	2019-11-10 02:06:39 +00:00		Trixie Sukardi	https://www.google.com/maps/contrib/103590782599171417742?hl=en-IN&sa=X&ved=2ahUKEwif5Lfp2oz0AhVRXHwKHdqxB74QvvQBegQIARB0	https://lh3.googleusercontent.com/a-/AOh14GixB2Re8eQ7D2QCopgiOVX5Xf8cj8uiax0m-UoKnQ=s40-c-c0x00000000-cc-rp-mo-ba2-br100	5	3	1	Yes
Masjid Salman ITB	268	Small space for women, i dont really recommend it for muslimah because the female space is seriously really smalll......	2019-11-10 02:06:39 +00:00		Rany Syafrina	https://www.google.com/maps/contrib/111782956931262095599?hl=en-IN&sa=X&ved=2ahUKEwif5Lfp2oz0AhVRXHwKHdqxB74QvvQBegQIARB_	https://lh3.googleusercontent.com/a-/AOh14GipZgVwSWDuqmAje8lMyP-vUCQ31Njba4Nhpzg-Hw=s40-c-c0x00000000-cc-rp-mo-ba3-br100	5	49	11	Yes
Masjid Salman ITB	269	Comfortable masjid, floor of parquete make it warm.	2019-11-10 02:06:39 +00:00		hefni silahudin	https://www.google.com/maps/contrib/110171016187066844230?hl=en-IN&sa=X&ved=2ahUKEwif5Lfp2oz0AhVRXHwKHdqxB74QvvQBegUIARCKAQ	https://lh3.googleusercontent.com/a-/AOh14Gi3qK-6uVwGJYXWWmE9r0rjLpcswbCqLQljHMP4=s40-c-c0x00000000-cc-rp-mo-ba2-br100	5	13	12	Yes
Masjid Salman ITB	270	peaceful place, confortable place. load of islamic activity	2019-11-10 02:06:39 +00:00		Abdul Wasi	https://www.google.com/maps/contrib/111505540211613602642?hl=en-IN&sa=X&ved=2ahUKEwif5Lfp2oz0AhVRXHwKHdqxB74QvvQBegUIARCVAQ	https://lh3.googleusercontent.com/a-/AOh14GiCWZ286urW0TEI-LdQmjkdWFrhNhXVGm6vo-jH=s40-c-c0x00000000-cc-rp-mo-ba2-br100	5	21	7	Yes
Masjid Salman ITB	271	Nice	2021-06-10 02:06:42 +00:00		De Reiz Villa	https://www.google.com/maps/contrib/106119393803464885711?hl=en-ID&sa=X&ved=2ahUKEwip47rq2oz0AhVFWX0KHY0PAUsQvvQBegQIARAu	https://lh3.googleusercontent.com/a-/AOh14GhMFTed8zFGen7lcfn1gOPqYLuIenP-bQSq7PvFMA=s40-c-c0x00000000-cc-rp-mo-ba4-br100	5	130	406	Yes
Masjid Salman ITB	272	This famous mosque in Bandung will help you to be expert in dealing with the mosque	2019-11-10 02:06:42 +00:00		Cecep Hasanudin	https://www.google.com/maps/contrib/100548717172565994996?hl=en-ID&sa=X&ved=2ahUKEwip47rq2oz0AhVFWX0KHY0PAUsQvvQBegQIARA5	https://lh3.googleusercontent.com/a-/AOh14GguGYIJmA4YQp9PswpRdE1LPlC4NyZ6c-vPWfbZaQ=s40-c-c0x00000000-cc-rp-mo-ba6-br100	5	356	3004	Yes
Masjid Salman ITB	273	👍	2020-11-10 02:06:42 +00:00		Zaidandida Ismail	https://www.google.com/maps/contrib/108541909878776301717?hl=en-ID&sa=X&ved=2ahUKEwip47rq2oz0AhVFWX0KHY0PAUsQvvQBegQIARBE	https://lh3.googleusercontent.com/a-/AOh14GjhmTTL-NFIlzt7KvcDuTGEbQQq8B4jWHPN-ES7=s40-c-c0x00000000-cc-rp-mo-br100	5	1	1	No
Masjid Salman ITB	274	Good mosque. Clean, huge and feel comfort.	2020-11-10 02:06:42 +00:00		Sentra Holidays Tours	https://www.google.com/maps/contrib/110780670762529926012?hl=en-ID&sa=X&ved=2ahUKEwip47rq2oz0AhVFWX0KHY0PAUsQvvQBegQIARBR	https://lh3.googleusercontent.com/a-/AOh14GjXPwdGbN_YrA5jSaJbB2QRvEllgUP_-mxnIIN37Dc=s40-c-c0x00000000-cc-rp-mo-ba4-br100	5	150	37	Yes
Masjid Salman ITB	275	You can pray here. Masjid salman is clean n friendly.	2019-11-10 02:06:42 +00:00		Muhammad Yusuf	https://www.google.com/maps/contrib/113876858712005312352?hl=en-ID&sa=X&ved=2ahUKEwip47rq2oz0AhVFWX0KHY0PAUsQvvQBegQIARBc	https://lh3.googleusercontent.com/a-/AOh14GgphAik-ox0RU3fRyeEVw4t-clxYU1jMO5yHdcU=s40-c-c0x00000000-cc-rp-mo-ba4-br100	5	128	148	Yes
Masjid Salman ITB	276	This place is not just a mosque. This is where intellect muslim gathered.	2019-11-10 02:06:42 +00:00		Muhammad Ridwan Fauzi	https://www.google.com/maps/contrib/112473087256413104211?hl=en-ID&sa=X&ved=2ahUKEwip47rq2oz0AhVFWX0KHY0PAUsQvvQBegQIARBn	https://lh3.googleusercontent.com/a-/AOh14Gjdpk3HxcPXmamqdgVxIJdf0miuVhaRj8svRXJi=s40-c-c0x00000000-cc-rp-mo-ba2-br100	5	11	4	Yes
Masjid Salman ITB	277	Lovely public place for Muslim environment, easy access for praying, food culinary, etc. Clean and safe.	2019-11-10 02:06:42 +00:00		Danang Ainal Hakim	https://www.google.com/maps/contrib/115557465813672082881?hl=en-ID&sa=X&ved=2ahUKEwip47rq2oz0AhVFWX0KHY0PAUsQvvQBegQIARBy	https://lh3.googleusercontent.com/a-/AOh14GjOw2wXB5U69ytVxZmT5MDme4GB8augBfZBhjjTJg=s40-c-c0x00000000-cc-rp-mo-ba3-br100	5	10	12	Yes
Masjid Salman ITB	278	This mosque is comfortable for many activity, not just for pray but also for study, discussion, and others.	2019-11-10 02:06:42 +00:00		Heian Vania	https://www.google.com/maps/contrib/109203345431315758749?hl=en-ID&sa=X&ved=2ahUKEwip47rq2oz0AhVFWX0KHY0PAUsQvvQBegQIARB9	https://lh3.googleusercontent.com/a-/AOh14GgxrYcAG1lgAPjwI8LYRMQQKlaaAV0RcmlBOxySZg=s40-c-c0x00000000-cc-rp-mo-ba3-br100	5	68	59	Yes
Masjid Salman ITB	279	Beautiful Mosque in Bandung Tech Institute	2020-11-10 02:06:42 +00:00		Dian Gafar	https://www.google.com/maps/contrib/106662163842866778662?hl=en-ID&sa=X&ved=2ahUKEwip47rq2oz0AhVFWX0KHY0PAUsQvvQBegUIARCIAQ	https://lh3.googleusercontent.com/a-/AOh14GjDHkzIkCKWg_NoL0a2H7R7-liQnmz1Q6SpH-QDTRI=s40-c-c0x00000000-cc-rp-mo-ba4-br100	4	39	109	Yes
Masjid Salman ITB	280	Historical place in Bandung, a must visiting  religious tourism spot for a moslem group/family. Sometime good to get self healing or introspection by praying inside this mosque	2018-11-10 02:06:42 +00:00		Danny Damar Swasonodjati	https://www.google.com/maps/contrib/110942415794965130540?hl=en-ID&sa=X&ved=2ahUKEwip47rq2oz0AhVFWX0KHY0PAUsQvvQBegUIARCTAQ	https://lh3.googleusercontent.com/a-/AOh14GjebzYtd1QMINMi9ye9K77jTfDNcsqMWYr6OaAL=s40-c-c0x00000000-cc-rp-mo-ba5-br100	5	138	799	Yes
Masjid Salman ITB	281	A spacious masjid located very conveniently near Dago area.	2019-11-10 02:06:39 +00:00		Laksmi Larasati	https://www.google.com/maps/contrib/111349575523811977520?hl=en-IT&sa=X&ved=2ahUKEwijp73p2oz0AhXzwAIHHRVbAtUQvvQBegQIARAu	https://lh3.googleusercontent.com/a-/AOh14GiBY1sQEeb1IklXQaaTEpdyz2oplB79QEq1tWw5=s40-c-c0x00000000-cc-rp-mo-ba4-br100	4	74	262	Yes
Masjid Salman ITB	282	Active Historic mosque. Open 24/7 for all muslims. Complete mosque facility. Have second floor for Muslimah. Surrounded by academic & social activity, beautiful green scenary and great hospitality.	2017-11-10 02:06:39 +00:00		Iwan Setiawan	https://www.google.com/maps/contrib/117764370972529171688?hl=en-IT&sa=X&ved=2ahUKEwijp73p2oz0AhXzwAIHHRVbAtUQvvQBegQIARA5	https://lh3.googleusercontent.com/a-/AOh14Gj3F2vy_wcjSQbc43izRrag93ytsZ2ebYueSMFFMg=s40-c-c0x00000000-cc-rp-mo-ba4-br100	5	147	33	Yes
Masjid Salman ITB	283	Its my FAV place to search Peace	2020-11-10 02:06:39 +00:00		Hafizh Abdurrauf Ismail	https://www.google.com/maps/contrib/103629857919489843695?hl=en-IT&sa=X&ved=2ahUKEwijp73p2oz0AhXzwAIHHRVbAtUQvvQBegQIARBE	https://lh3.googleusercontent.com/a-/AOh14GjQIm2PGNE5Q7sXXKwVf7szvQJcmeCi0bT4Slct_g=s40-c-c0x00000000-cc-rp-mo-br100	5	1	0	No
Masjid Salman ITB	284	Nice place for praying..	2018-11-10 02:06:39 +00:00		Rahman S	https://www.google.com/maps/contrib/117187660393005765500?hl=en-IT&sa=X&ved=2ahUKEwijp73p2oz0AhXzwAIHHRVbAtUQvvQBegQIARBP	https://lh3.googleusercontent.com/a-/AOh14Gic5jZOydcoLHuCeNyFTpmaHtNoWjJ40ykLypxl=s40-c-c0x00000000-cc-rp-mo-ba3-br100	4	48	41	Yes
Masjid Salman ITB	285	Alhamdulillah Good Mosque for Moslem	2020-11-10 02:06:39 +00:00		zapriadi adi	https://www.google.com/maps/contrib/111861726176044841761?hl=en-IT&sa=X&ved=2ahUKEwijp73p2oz0AhXzwAIHHRVbAtUQvvQBegQIARBc	https://lh3.googleusercontent.com/a-/AOh14Gg7UozFaT9Vb_imXqAy5N78FG3CBpBAAEbJhlu5Rho=s40-c-c0x00000000-cc-rp-mo-ba2-br100	5	8	8	Yes
Masjid Salman ITB	286	The sweet hot tea is soooo nice💖	2019-11-10 02:06:39 +00:00		Afina Azka	https://www.google.com/maps/contrib/106830029450037444471?hl=en-IT&sa=X&ved=2ahUKEwijp73p2oz0AhXzwAIHHRVbAtUQvvQBegQIARBn	https://lh3.googleusercontent.com/a/AATXAJxFh_hWHlAD477w8P0dKwGgFadJBFbCcTjYOFno=s40-c-c0x00000000-cc-rp-mo-ba3-br100	5	44	6	Yes
Masjid Salman ITB	287	I love praying here.. very calming	2019-11-10 02:06:39 +00:00		Atlantik Clothing	https://www.google.com/maps/contrib/100181316287016478408?hl=en-IT&sa=X&ved=2ahUKEwijp73p2oz0AhXzwAIHHRVbAtUQvvQBegQIARBy	https://lh3.googleusercontent.com/a/AATXAJyEi744cfOwn-hTJ20edKZqty3An0JuvvoW0be6=s40-c-c0x00000000-cc-rp-mo-br100	5	11	0	No
Masjid Salman ITB	288	awesome place for spiritual	2020-11-10 02:06:39 +00:00		Zulfa Novriyana	https://www.google.com/maps/contrib/100026932648219941204?hl=en-IT&sa=X&ved=2ahUKEwijp73p2oz0AhXzwAIHHRVbAtUQvvQBegQIARB9	https://lh3.googleusercontent.com/a-/AOh14GiSsG_oAynlIrohXCwGhzIsbJ0LqqFGDTIwFVFx=s40-c-c0x00000000-cc-rp-mo-br100	5	6	10	No
Masjid Salman ITB	289	Best place to pray in my campus area (ITB)	2019-11-10 02:06:39 +00:00		Rizky Aditya	https://www.google.com/maps/contrib/109077976157539315108?hl=en-IT&sa=X&ved=2ahUKEwijp73p2oz0AhXzwAIHHRVbAtUQvvQBegUIARCIAQ	https://lh3.googleusercontent.com/a-/AOh14GgPEMG1M06sA2YAUkk86c5olklTaRXdKDutI_MlsQ=s40-c-c0x00000000-cc-rp-mo-ba3-br100	5	34	4	Yes
Masjid Salman ITB	290	never been to an amazing and comfortable mosque such as salman mosque.	2019-11-10 02:06:39 +00:00		S. H. R.	https://www.google.com/maps/contrib/112657450852873697011?hl=en-IT&sa=X&ved=2ahUKEwijp73p2oz0AhXzwAIHHRVbAtUQvvQBegUIARCTAQ	https://lh3.googleusercontent.com/a-/AOh14GiILHThxnrJ4EkNvW2DehRGijqT9xWC7Vzouyd9jQ=s40-c-c0x00000000-cc-rp-mo-ba4-br100	5	104	8	Yes
Masjid Salman ITB	291	So much religy activities in this mosque, up to date!	2019-11-10 02:06:41 +00:00		Hasbian Fauzy Perdhana	https://www.google.com/maps/contrib/107554083357183642029?hl=en-KH&sa=X&ved=2ahUKEwirp_bp2oz0AhXTFLcAHdcDBfgQvvQBegQIARAu	https://lh3.googleusercontent.com/a-/AOh14GhCD4eCm65wTVCLNHH835BPL2FIw-3_Ykd0vl3j8Q=s40-c-c0x00000000-cc-rp-mo-ba3-br100	5	52	4	Yes
Masjid Salman ITB	292	Beautifull masjid with wood flooring, clean toilet and for wudhu	2018-11-10 02:06:41 +00:00		Dendi Drek	https://www.google.com/maps/contrib/115234505820328962723?hl=en-KH&sa=X&ved=2ahUKEwirp_bp2oz0AhXTFLcAHdcDBfgQvvQBegQIARA5	https://lh3.googleusercontent.com/a-/AOh14GiQ9Uq0qGM83ZmJzQUeUlnL-VwaUKN-ZieN4NhHiQ=s40-c-c0x00000000-cc-rp-mo-ba3-br100	5	41	34	Yes
Masjid Salman ITB	293	"My favorite masjid in Bandung
(+) Neat, clean, tidy
(+) Friendly people
(+) quiet and calm, great place for praying
(+) they provide free Ta'jil in ramadhan with very complete dishes
overall, I love this place!"	2017-11-10 02:06:41 +00:00		farida hasna	https://www.google.com/maps/contrib/114783134513376966084?hl=en-KH&sa=X&ved=2ahUKEwirp_bp2oz0AhXTFLcAHdcDBfgQvvQBegQIARBE	https://lh3.googleusercontent.com/a-/AOh14GjqtqoUqjqE6iJ4LCEdoiPDv2nBf33gv3bdDDYGED4=s40-c-c0x00000000-cc-rp-mo-ba3-br100	5	35	18	Yes
Masjid Salman ITB	294	Excellent, fresh, calm, best and nice place for take a pray..... 😍	2019-11-10 02:06:41 +00:00		Reres	https://www.google.com/maps/contrib/103060705263236992560?hl=en-KH&sa=X&ved=2ahUKEwirp_bp2oz0AhXTFLcAHdcDBfgQvvQBegQIARBQ	https://lh3.googleusercontent.com/a-/AOh14GjLzvThEuX3hS6gss85X2wRBAsstChzQnClKHAB9w=s40-c-c0x00000000-cc-rp-mo-ba5-br100	5	128	159	Yes
Masjid Salman ITB	295	I dont khow where to park my ride	2020-11-10 02:06:41 +00:00		Bramantyo Arief	https://www.google.com/maps/contrib/111209662581943088142?hl=en-KH&sa=X&ved=2ahUKEwirp_bp2oz0AhXTFLcAHdcDBfgQvvQBegQIARBb	https://lh3.googleusercontent.com/a-/AOh14GhRrPNxKa4gkSQiDH72ZTb8_KODCgn_sr_eu5HyQw=s40-c-c0x00000000-cc-rp-mo-ba3-br100	5	81	66	Yes
Masjid Salman ITB	296	Ok	2021-02-10 02:06:41 +00:00		silvana nathania	https://www.google.com/maps/contrib/111687995758839983860?hl=en-KH&sa=X&ved=2ahUKEwirp_bp2oz0AhXTFLcAHdcDBfgQvvQBegQIARBm	https://lh3.googleusercontent.com/a-/AOh14GgYAndtlos62_Obj1Zfo84zXpI3HfF_ifaj0Wob8Q=s40-c-c0x00000000-cc-rp-mo-br100	4	8	0	No
Masjid Salman ITB	297	The most comforting place. Pray, worship, invoke, and surrender to Allah. This place is Masjid of ITB	2017-11-10 02:06:41 +00:00		kenzhie7	https://www.google.com/maps/contrib/111645322996040807995?hl=en-KH&sa=X&ved=2ahUKEwirp_bp2oz0AhXTFLcAHdcDBfgQvvQBegQIARBx	https://lh3.googleusercontent.com/a-/AOh14GhQfZqqD8HkuzzGLkSF7ezJ2RPkdroFtXvN7vtorg=s40-c-c0x00000000-cc-rp-mo-ba4-br100	5	122	195	Yes
Masjid Salman ITB	298	Huge mosque , I like the tea and coffee services in the morning . Such us added values of these awesome mosque .	2017-11-10 02:06:41 +00:00		Imam Sunarko	https://www.google.com/maps/contrib/108513781158602385850?hl=en-KH&sa=X&ved=2ahUKEwirp_bp2oz0AhXTFLcAHdcDBfgQvvQBegQIARB8	https://lh3.googleusercontent.com/a-/AOh14Ghf0HqLtrD2_TxG2of60eToYvCUqozwCWzu65YSSiw=s40-c-c0x00000000-cc-rp-mo-ba6-br100	5	352	3730	Yes
Masjid Salman ITB	299	Nice place for praying	2020-11-10 02:06:41 +00:00		Deni Hendrawan	https://www.google.com/maps/contrib/108516546431317379617?hl=en-KH&sa=X&ved=2ahUKEwirp_bp2oz0AhXTFLcAHdcDBfgQvvQBegUIARCHAQ	https://lh3.googleusercontent.com/a-/AOh14GiptRwu74NowZmynGaDTuBJPu1GXxH1bJbYabJpcQ=s40-c-c0x00000000-cc-rp-mo-ba5-br100	5	202	321	Yes
Masjid Salman ITB	300	Comfortable atmosphere to pray, but sometimes it can get too crowded to pray.	2019-11-10 02:06:41 +00:00		Vyan Nanda	https://www.google.com/maps/contrib/116000735564911262702?hl=en-KH&sa=X&ved=2ahUKEwirp_bp2oz0AhXTFLcAHdcDBfgQvvQBegUIARCSAQ	https://lh3.googleusercontent.com/a-/AOh14GgSw_jyaq3UdU9O1G-KPt37Ww8ys8HcYGUT4UBddQ=s40-c-c0x00000000-cc-rp-mo-ba3-br100	5	29	2	Yes
Masjid Salman ITB	301	Lot of memories happen here especially when i was in tpb itb.	2019-11-10 02:06:39 +00:00		tom tam	https://www.google.com/maps/contrib/109056054618541591394?hl=en-IT&sa=X&ved=2ahUKEwjgu7Pp2oz0AhXQMewKHfBDAD4QvvQBegQIARAu	https://lh3.googleusercontent.com/a/AATXAJzQJi0q0Bk2ZKGXed56BXbOJLGu31OVDpOQjaZS=s40-c-c0x00000000-cc-rp-mo-ba3-br100	5	25	1	Yes
Masjid Salman ITB	302	This is the most sacred place in Ganesha...	2020-11-10 02:06:39 +00:00		Danda Fams	https://www.google.com/maps/contrib/115037568028222360914?hl=en-IT&sa=X&ved=2ahUKEwjgu7Pp2oz0AhXQMewKHfBDAD4QvvQBegQIARA5	https://lh3.googleusercontent.com/a/AATXAJyQ_p6HiM01DpGPLYLCRaesVvNeYa_HNviKe9h3=s40-c-c0x00000000-cc-rp-mo-ba3-br100	4	26	15	Yes
Masjid Salman ITB	303	Soljum disini, super big and well-managed	2019-11-10 02:06:39 +00:00		Imam Solihin	https://www.google.com/maps/contrib/116805413801145872896?hl=en-IT&sa=X&ved=2ahUKEwjgu7Pp2oz0AhXQMewKHfBDAD4QvvQBegQIARBE	https://lh3.googleusercontent.com/a-/AOh14GgibbnvokS_BU1T7Y8C_ObCc0xCHOmmEUT-SJAWoA=s40-c-c0x00000000-cc-rp-mo-ba3-br100	5	35	8	Yes
Masjid Salman ITB	304	Good facilities, a lot of muslim agendas, 24H mosque	2020-11-10 02:06:39 +00:00		Inneke Wulandari	https://www.google.com/maps/contrib/111957400669548683333?hl=en-IT&sa=X&ved=2ahUKEwjgu7Pp2oz0AhXQMewKHfBDAD4QvvQBegQIARBP	https://lh3.googleusercontent.com/a/AATXAJy5Ee8vFWiNay7u42RZcYXEjI0zhkRNY-bMkmJL=s40-c-c0x00000000-cc-rp-mo-ba3-br100	5	55	14	Yes
Masjid Salman ITB	305	Always a good place to pray. Mashaa Allah	2019-11-10 02:06:39 +00:00		Riski Renando	https://www.google.com/maps/contrib/100168201451731930702?hl=en-IT&sa=X&ved=2ahUKEwjgu7Pp2oz0AhXQMewKHfBDAD4QvvQBegQIARBa	https://lh3.googleusercontent.com/a-/AOh14Gi4gG_wEJowRwnifC8assZ6F0oQD8fjPzJ8zFAsMQ=s40-c-c0x00000000-cc-rp-mo-ba4-br100	5	159	313	Yes
Masjid Salman ITB	306	Masjid at city central of Bandung..clean and comfortable..	2019-11-10 02:06:39 +00:00		Rohmatulloh Rohmatulloh	https://www.google.com/maps/contrib/113517804745230647639?hl=en-IT&sa=X&ved=2ahUKEwjgu7Pp2oz0AhXQMewKHfBDAD4QvvQBegQIARBl	https://lh3.googleusercontent.com/a-/AOh14GgKp8OWf61FRJX0SKKIQP9CfsamX8lDdMduW2BDsw=s40-c-c0x00000000-cc-rp-mo-br100	5	4	0	No
Masjid Salman ITB	307	Nice environment for praying. There is also a cafetaria there.	2019-11-10 02:06:39 +00:00		Astiti Anggorowati	https://www.google.com/maps/contrib/112486199576357108937?hl=en-IT&sa=X&ved=2ahUKEwjgu7Pp2oz0AhXQMewKHfBDAD4QvvQBegQIARBw	https://lh3.googleusercontent.com/a-/AOh14GilUjF6bkUvYzgz2a3R64TgUPwXn0jfmykh1k92wg=s40-c-c0x00000000-cc-rp-mo-br100	5	27	28	No
